 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed
29/03/2017 8:00,1.351,28.9,25,1011.8,-0.054,-0.075,122,1.4,0.3
29/03/2017 9:00,1.234,28.9,25.2,1012.7,-0.079,-0.093,107,1.6,0.5
29/03/2017 10:00,1.011,28.9,25.4,1013.1,-0.093,-0.098,145,1.4,0.3
29/03/2017 11:00,0.739,29,25.1,1013.3,-0.101,-0.102,140,2.2,0.5
29/03/2017 12:00,0.483,29,25,1012.9,-0.109,-0.109,94,2.7,1.1
29/03/2017 13:00,0.302,29,24.7,1012.7,-0.115,-0.119,119,1.9,0.7
29/03/2017 14:00,0.273,29,24.6,1011.7,-0.092,-0.098,168,1.6,0.9
29/03/2017 15:00,0.38,28.9,24.5,1010.5,-0.077,-0.094,164,2.4,1.5
29/03/2017 16:00,0.62,28.9,24.2,1010.5,-0.051,-0.079,172,2.2,1.2
29/03/2017 17:00,0.886,28.9,24.6,1010.7,-0.061,-0.088,138,2.7,0.1
29/03/2017 18:00,1.133,28.9,24.9,1010.7,-0.076,-0.101,182,1.2,0.3
29/03/2017 19:00,1.323,28.9,24.7,1011,-0.078,-0.103,164,1.1,0.6
29/03/2017 20:00,1.399,28.8,25.7,1011.6,-0.079,-0.101,168,1.2,0.4
29/03/2017 21:00,1.327,28.8,27.1,1012.3,-0.091,-0.107,79,2.9,1.1
29/03/2017 22:00,1.137,28.8,28.3,1012.8,-0.093,-0.102,70,4.6,2.7
29/03/2017 23:00,0.866,28.9,28.4,1012.6,-0.099,-0.103,72,5.1,1.4
30/03/2017 0:00,0.586,29,29.4,1012.2,-0.101,-0.107,200,4.6,1
30/03/2017 1:00,0.369,29.1,29.3,1011.2,-0.086,-0.097,60,5.8,3
30/03/2017 2:00,0.241,29.2,30.4,1010.2,-0.079,-0.101,68,5.4,2.6
30/03/2017 3:00,0.245,29.2,29.6,1009.5,-0.077,-0.108,70,4.7,2
30/03/2017 4:00,0.393,29.2,28.2,1009.4,-0.069,-0.106,167,3.9,1.4
30/03/2017 5:00,0.628,29.2,26.8,1009.6,-0.069,-0.107,216,3.6,1.2
30/03/2017 6:00,0.887,29.1,26.9,1010.1,-0.073,-0.109,185,3.7,1.2
30/03/2017 7:00,1.123,28.9,26.3,1010.5,-0.068,-0.099,202,2.4,0.2
30/03/2017 8:00,1.272,28.9,26,1011.1,-0.066,-0.093,187,2.2,1.3
30/03/2017 9:00,1.279,28.9,26.2,1011.6,-0.083,-0.104,111,3.1,0.6
30/03/2017 10:00,1.175,28.9,26.1,1012,-0.078,-0.094,148,2.6,0.7
30/03/2017 11:00,0.971,28.9,25.9,1011.9,-0.077,-0.089,129,1.3,0.3
30/03/2017 12:00,0.715,28.9,25.6,1011.6,-0.091,-0.105,200,2.4,0.4
30/03/2017 13:00,0.493,28.7,25.4,1011.5,-0.099,-0.116,200,1,0.4
30/03/2017 14:00,0.374,28.7,25.9,1010.8,-0.087,-0.105,20,1.6,0.1
30/03/2017 15:00,0.363,28.8,25.3,1010,-0.088,-0.113,188,2,1.1
30/03/2017 16:00,0.495,28.7,25.4,1009.8,-0.077,-0.109,181,2.2,0.6
30/03/2017 17:00,0.71,28.8,25.7,1009.7,-0.081,-0.115,180,2,1.5
30/03/2017 18:00,0.951,28.8,25.4,1009.7,-0.093,-0.129,192,3.1,2.4
30/03/2017 19:00,1.192,28.8,25.3,1010.1,-0.078,-0.113,209,3,0.4
30/03/2017 20:00,1.348,28.8,26.1,1010.3,-0.07,-0.102,0,1.3,0
30/03/2017 21:00,1.367,28.7,28.9,1010.5,-0.083,-0.112,62,1.9,0.6
30/03/2017 22:00,1.273,28.7,29.9,1010.4,-0.078,-0.105,67,3.1,2
30/03/2017 23:00,1.064,28.7,31.7,1010.6,-0.078,-0.106,289,3.2,0.6
31/03/2017 0:00,0.797,28.7,31.5,1010.2,-0.081,-0.108,69,4.3,1.6
31/03/2017 1:00,0.535,29.1,30.7,1009.7,-0.078,-0.109,284,4.6,0.8
31/03/2017 2:00,0.339,29.2,29.7,1009.1,-0.065,-0.101,267,3.5,0.4
31/03/2017 3:00,0.232,29.3,29.3,1008.8,-0.069,-0.111,76,2,0.9
31/03/2017 4:00,0.238,29.4,29.6,1008.4,-0.092,-0.137,211,2.1,0.5
31/03/2017 5:00,0.397,29.6,29.9,1008.6,-0.085,-0.132,76,2.7,0.6
31/03/2017 6:00,0.627,29.8,29.9,1008.9,-0.083,-0.129,71,3.4,2
31/03/2017 7:00,0.875,29.6,27.7,1009.6,-0.079,-0.122,172,5.4,0.1
31/03/2017 8:00,1.105,29.3,25.6,1010.3,-0.058,-0.094,181,3.2,1
31/03/2017 9:00,1.237,29.3,26.5,1010.5,-0.052,-0.081,213,3.2,0.3
31/03/2017 10:00,1.235,29.4,26.4,1010.9,-0.062,-0.089,163,1.6,0.4
31/03/2017 11:00,1.128,29,26.2,1011.2,-0.064,-0.087,164,2.3,0.6
31/03/2017 12:00,0.946,29.3,25.8,1010.6,-0.064,-0.084,189,2.2,1.2
31/03/2017 13:00,0.732,29.3,25.8,1010,-0.073,-0.1,181,1.7,0.3
31/03/2017 14:00,0.547,29.3,25.8,1009.5,-0.085,-0.117,192,0.9,0
31/03/2017 15:00,0.464,29.3,25.6,1008.9,-0.075,-0.113,175,0.8,0.1
31/03/2017 16:00,0.481,29.2,25.6,1009.3,-0.076,-0.119,61,5.5,3
31/03/2017 17:00,0.606,29.2,25.2,1009,-0.077,-0.117,92,4.1,0.8
31/03/2017 18:00,0.8,29.2,25.4,1009.3,-0.083,-0.124,137,2.7,0.7
31/03/2017 19:00,1.037,29.1,25.2,1009.1,-0.064,-0.103,152,1.2,0.7
31/03/2017 20:00,1.24,29.1,25.6,1009.3,-0.045,-0.085,190,3.1,1.8
31/03/2017 21:00,1.351,29.1,28.5,1009.6,-0.04,-0.08,76,2.2,0.7
31/03/2017 22:00,1.33,29.1,29.9,1010.6,-0.057,-0.092,74,3.9,2.6
31/03/2017 23:00,1.202,29.2,30.6,1010.4,-0.068,-0.095,68,5.1,2.2
1/04/2017 0:00,0.993,29.2,30.7,1009.9,-0.072,-0.1,249,5.3,0.7
1/04/2017 1:00,0.744,29.3,31.4,1009.3,-0.073,-0.107,44,3.8,1.7
1/04/2017 2:00,0.503,29.3,30.6,1008.7,-0.073,-0.112,72,4.7,1.9
1/04/2017 3:00,0.342,29.5,30.9,1008.2,-0.053,-0.099,68,5,2.2
1/04/2017 4:00,0.26,29.7,30.2,1008.1,-0.056,-0.107,68,6,3.5
1/04/2017 5:00,0.294,29.8,30.5,1008,-0.062,-0.113,66,5.5,2.7
1/04/2017 6:00,0.432,29.8,30,1008.3,-0.066,-0.119,83,5.1,2.2
1/04/2017 7:00,0.618,29.7,28.6,1009.1,-0.086,-0.134,138,4,0.6
1/04/2017 8:00,0.84,29.7,28,1009.6,-0.083,-0.124,110,3.3,0.6
1/04/2017 9:00,1.061,29.6,27.5,1010.2,-0.049,-0.084,136,1.3,0.4
1/04/2017 10:00,1.17,29.5,26.9,1010.3,-0.049,-0.079,145,1.3,0.6
1/04/2017 11:00,1.196,29.3,26.2,1010.2,-0.034,-0.063,193,1.3,0.1
1/04/2017 12:00,1.126,29.2,26,1010.1,-0.021,-0.051,190,2.5,1.4
1/04/2017 13:00,0.97,29.2,25.8,1009.9,-0.032,-0.063,184,3.1,2.1
1/04/2017 14:00,0.789,29.2,25.6,1009.2,-0.047,-0.081,189,2.4,0.4
1/04/2017 15:00,0.644,29.2,25.6,1008.5,-0.055,-0.097,185,1,0.1
1/04/2017 16:00,0.579,29.2,25.4,1008.1,-0.055,-0.103,181,1.8,1.1
1/04/2017 17:00,0.58,29.2,25.4,1007.8,-0.079,-0.13,144,2.1,0.2
1/04/2017 18:00,0.666,29.3,25.2,1007.9,-0.102,-0.156,183,1.6,1.2
1/04/2017 19:00,0.846,29.1,25.5,1008.5,-0.086,-0.139,161,1.7,0.5
1/04/2017 20:00,1.014,29.2,27.2,1009.3,-0.095,-0.141,194,2.1,0.1
1/04/2017 21:00,1.188,29.2,29.4,1009.9,-0.067,-0.106,65,2.8,1.6
1/04/2017 22:00,1.284,29.2,29.7,1010.1,-0.046,-0.079,67,5.6,3.2
1/04/2017 23:00,1.266,29.2,31.3,1010,-0.045,-0.076,84,6.2,2
2/04/2017 0:00,1.151,29.1,28.9,1009.7,-0.047,-0.079,60,5.8,4.1
2/04/2017 1:00,0.972,29.2,27.1,1009.1,-0.042,-0.078,69,5.4,0.4
2/04/2017 2:00,0.763,29.3,27.5,1008.5,-0.029,-0.07,24,4.8,1.1
2/04/2017 3:00,0.528,29.4,30.7,1007.9,-0.049,-0.097,28,1.6,0.3
2/04/2017 4:00,0.357,29.4,30.5,1007.4,-0.063,-0.117,63,3,2.1
2/04/2017 5:00,0.292,29.4,29.4,1007.7,-0.06,-0.118,208,2.9,0.7
2/04/2017 6:00,0.313,29.4,29.5,1008.3,-0.07,-0.125,65,3.1,1.7
2/04/2017 7:00,0.424,29.4,27.7,1009,-0.078,-0.126,108,3.8,1.2
2/04/2017 8:00,0.603,29.3,27.1,1009.8,-0.075,-0.116,151,2.3,0.5
2/04/2017 9:00,0.819,29.2,26.7,1010.3,-0.053,-0.087,174,2.2,0.8
2/04/2017 10:00,1.012,29.1,26.4,1010.5,-0.031,-0.059,154,1.9,0.2
2/04/2017 11:00,1.119,29,26.1,1010.3,-0.032,-0.06,169,2,1
2/04/2017 12:00,1.139,29,25.6,1010.3,-0.041,-0.07,182,1.8,0.3
2/04/2017 13:00,1.084,29,25.8,1009.8,-0.047,-0.077,168,1.6,1
2/04/2017 14:00,0.964,29,25.5,1009.4,-0.06,-0.095,174,1.1,0.7
2/04/2017 15:00,0.831,29,25.5,1008.8,-0.06,-0.099,178,1.6,0.3
2/04/2017 16:00,0.719,29,25.5,1008.5,-0.059,-0.104,135,1.6,0.2
2/04/2017 17:00,0.656,29.1,25.4,1008.3,-0.065,-0.112,189,2,1
2/04/2017 18:00,0.657,29.1,25.2,1008.6,-0.074,-0.123,161,1.9,0.3
2/04/2017 19:00,0.725,29.1,25.4,1008.9,-0.084,-0.131,154,1.3,0.5
2/04/2017 20:00,0.847,29.1,28.4,1009.4,-0.087,-0.13,197,2.1,0.4
2/04/2017 21:00,0.998,29.1,29,1009.6,-0.079,-0.117,78,3.3,2.3
2/04/2017 22:00,1.154,29.1,30.5,1009.7,-0.042,-0.078,78,4,1.5
2/04/2017 23:00,1.246,29.2,30.8,1009.4,-0.013,-0.048,82,5,1.6
3/04/2017 0:00,1.227,29.3,30.1,1008.8,-0.018,-0.057,281,4.1,1.4
3/04/2017 1:00,1.134,29.3,31.2,1008.2,-0.019,-0.064,262,4.1,1
3/04/2017 2:00,0.977,29.3,29.8,1007.8,-0.019,-0.07,79,6.6,3.7
3/04/2017 3:00,0.772,29.3,28.9,1007.6,-0.029,-0.083,338,6.3,0.4
3/04/2017 4:00,0.559,29.3,27.8,1007.3,-0.051,-0.107,112,3.9,1.1
3/04/2017 5:00,0.408,29.4,28.8,1007.2,-0.054,-0.114,76,2.3,1.4
3/04/2017 6:00,0.332,29.3,28.9,1007.5,-0.057,-0.117,90,2.8,0.3
3/04/2017 7:00,0.338,29,27.6,1008,-0.06,-0.117,185,1.7,0.6
3/04/2017 8:00,0.419,28.9,27,1009,-0.068,-0.119,182,1.5,1
3/04/2017 9:00,0.563,28.9,26.8,1009.4,-0.073,-0.115,170,1.5,0.3
3/04/2017 10:00,0.753,28.9,26.2,1009.6,-0.062,-0.1,187,1.5,0.4
3/04/2017 11:00,0.944,29,25.9,1009.9,-0.038,-0.074,178,1.5,0.4
3/04/2017 12:00,1.064,29,25.8,1009.8,-0.042,-0.075,192,1.7,1
3/04/2017 13:00,1.117,29,25.6,1009.3,-0.046,-0.081,179,1.5,0.2
3/04/2017 14:00,1.117,28.9,25.4,1008.6,-0.03,-0.07,177,1.2,0.1
3/04/2017 15:00,1.047,28.9,25,1008,-0.02,-0.067,181,1.7,0.9
3/04/2017 16:00,0.933,28.9,24.9,1007.5,-0.022,-0.075,0,1.2,0
3/04/2017 17:00,0.813,28.9,24.6,1007,-0.033,-0.091,181,0.9,0.2
3/04/2017 18:00,0.715,28.9,24.6,1007.3,-0.061,-0.123,175,0.7,0.1
3/04/2017 19:00,0.685,29,24.7,1007.6,-0.075,-0.134,186,0.8,0.4
3/04/2017 20:00,0.72,28.8,28.5,1008.3,-0.084,-0.139,137,1.1,0.1
3/04/2017 21:00,0.81,28.8,29.4,1008.7,-0.087,-0.136,76,0.9,0.3
3/04/2017 22:00,0.946,28.9,29.1,1008.8,-0.07,-0.115,338,2.8,0.8
3/04/2017 23:00,1.071,29,29.4,1008.6,-0.056,-0.101,322,3.7,1.1
4/04/2017 0:00,1.159,29.2,29.6,1007.9,-0.038,-0.085,309,4,1.6
4/04/2017 1:00,1.165,29.3,29.4,1007,-0.039,-0.093,343,4.6,1.8
4/04/2017 2:00,1.108,29.2,28.7,1006.5,-0.031,-0.094,332,5.3,1
4/04/2017 3:00,0.979,29.3,29.7,1006,-0.031,-0.099,90,2.6,1.4
4/04/2017 4:00,0.805,29.3,27.9,1005.7,-0.031,-0.103,322,2.6,0.9
4/04/2017 5:00,0.625,29.4,29.1,1005.6,-0.03,-0.105,323,2.3,0.6
4/04/2017 6:00,0.465,29.3,28.4,1006,-0.039,-0.115,338,2.4,0.9
4/04/2017 7:00,0.361,28.8,27.6,1006.9,-0.052,-0.123,179,1.4,0.4
4/04/2017 8:00,0.322,28.8,26.8,1007.6,-0.075,-0.137,163,1.3,0.8
4/04/2017 9:00,0.368,28.9,26.5,1008,-0.093,-0.148,184,1.6,0.3
4/04/2017 10:00,0.501,28.9,26.4,1008.3,-0.093,-0.145,174,0.7,0
4/04/2017 11:00,0.701,28.9,26.1,1008.2,-0.068,-0.117,149,1.1,0.4
4/04/2017 12:00,0.896,28.9,25.9,1007.7,-0.054,-0.105,188,1.4,0.2
4/04/2017 13:00,1.052,28.9,25.7,1007.5,-0.045,-0.1,192,1,0.2
4/04/2017 14:00,1.147,28.9,25.7,1006.9,-0.033,-0.091,159,1.1,0.3
4/04/2017 15:00,1.163,28.8,25.8,1006.5,-0.023,-0.086,139,2.2,0.7
4/04/2017 16:00,1.098,28.9,25.4,1005.8,-0.021,-0.089,176,1.4,0.2
4/04/2017 17:00,0.975,28.9,25,1005.9,-0.032,-0.106,182,1.6,0.3
4/04/2017 18:00,0.835,28.9,25.2,1005.8,-0.05,-0.123,212,0.8,0.2
4/04/2017 19:00,0.729,28.9,24.9,1006.3,-0.059,-0.133,180,1.3,0.1
4/04/2017 20:00,0.678,28.9,28,1007.2,-0.065,-0.133,0,1,0
4/04/2017 21:00,0.697,28.8,29.4,1007.4,-0.064,-0.124,83,3.4,1.9
4/04/2017 22:00,0.772,29,29.7,1007.6,-0.065,-0.122,86,5.7,1.6
4/04/2017 23:00,0.893,29.2,30.6,1007.4,-0.057,-0.114,85,6.9,2.6
5/04/2017 0:00,1.034,29.2,30.1,1006.9,-0.037,-0.095,227,5.2,1.1
5/04/2017 1:00,1.141,29.3,30.9,1006.1,-0.022,-0.086,68,3.8,1.3
5/04/2017 2:00,1.165,29.3,29.8,1005.5,-0.029,-0.101,63,5.2,0.9
5/04/2017 3:00,1.128,29.3,29.8,1005.3,-0.025,-0.102,83,4.8,2.8
5/04/2017 4:00,1.019,29.4,29.1,1005.2,-0.023,-0.102,210,4.1,0.4
5/04/2017 5:00,0.858,29.4,29.1,1005.3,-0.02,-0.1,81,3,1.8
5/04/2017 6:00,0.667,28.9,28.1,1005.9,-0.027,-0.105,196,3,0.7
5/04/2017 7:00,0.497,28.9,27,1006.6,-0.03,-0.103,186,1.9,1.1
5/04/2017 8:00,0.378,28.9,26.6,1007.6,-0.038,-0.103,180,1.9,0.7
5/04/2017 9:00,0.327,29,26.1,1008.1,-0.054,-0.11,192,1.7,0.9
5/04/2017 10:00,0.37,29,26.1,1008.4,-0.064,-0.114,193,1.6,0.9
5/04/2017 11:00,0.496,29,25.9,1008.5,-0.071,-0.119,173,1.8,1.1
5/04/2017 12:00,0.681,28.9,25.8,1008.4,-0.076,-0.123,199,1.7,1
5/04/2017 13:00,0.888,28.9,25.3,1008.2,-0.072,-0.12,204,1.5,1
5/04/2017 14:00,1.064,28.9,25.4,1007.6,-0.064,-0.115,195,1.7,1.1
5/04/2017 15:00,1.176,28.9,25.4,1007.5,-0.049,-0.105,202,2.6,0.8
5/04/2017 16:00,1.209,28.9,25.1,1007.6,-0.025,-0.081,195,1.7,1.2
5/04/2017 17:00,1.136,28.9,24.9,1007.5,-0.024,-0.08,198,2,1.1
5/04/2017 18:00,1,28.9,24.5,1007.6,-0.029,-0.086,200,2,0.9
5/04/2017 19:00,0.842,28.8,24.3,1008.2,-0.038,-0.094,197,1.6,1.1
5/04/2017 20:00,0.701,28.8,27.2,1008.7,-0.056,-0.106,210,2,0.7
5/04/2017 21:00,0.624,28.8,29.3,1009.4,-0.066,-0.11,65,3.6,1.6
5/04/2017 22:00,0.609,28.8,29.8,1009.7,-0.085,-0.123,63,4.8,2.3
5/04/2017 23:00,0.684,28.8,30,1009.6,-0.087,-0.122,68,5.2,3.3
6/04/2017 0:00,0.828,28.9,29.6,1009.1,-0.072,-0.108,66,7.5,3.2
6/04/2017 1:00,0.994,28.9,30.3,1008.1,-0.05,-0.092,63,7.3,2.3
6/04/2017 2:00,1.121,28.9,30,1007.7,-0.038,-0.089,59,7,3.2
6/04/2017 3:00,1.169,29,30.1,1007.5,-0.041,-0.097,58,6.7,2.4
6/04/2017 4:00,1.142,29,29.8,1007.3,-0.041,-0.098,63,5,2.2
6/04/2017 5:00,1.035,29,29.3,1007.6,-0.042,-0.101,75,5.2,2.5
6/04/2017 6:00,0.869,29,29,1007.9,-0.039,-0.095,69,4.8,2.6
6/04/2017 7:00,0.663,29,28,1008.4,-0.045,-0.098,50,3.6,0.5
6/04/2017 8:00,0.469,28.8,27.4,1009.2,-0.057,-0.105,263,2.2,0.3
6/04/2017 9:00,0.336,28.9,26.4,1009.8,-0.066,-0.106,204,3.5,0.8
6/04/2017 10:00,0.296,28.9,27.1,1010.2,-0.067,-0.101,209,2.8,0.7
6/04/2017 11:00,0.336,28.9,26.9,1010,-0.086,-0.117,204,2,0.9
6/04/2017 12:00,0.479,28.9,26.2,1009.7,-0.096,-0.129,198,2.1,1
6/04/2017 13:00,0.699,28.9,26.2,1009.2,-0.092,-0.127,206,2,0.9
6/04/2017 14:00,0.938,28.8,25.8,1008.6,-0.075,-0.116,199,1.9,1.1
6/04/2017 15:00,1.138,28.8,25.9,1008.2,-0.051,-0.098,197,1.7,1.2
6/04/2017 16:00,1.253,28.8,26.3,1008,-0.027,-0.077,199,2.2,1.2
6/04/2017 17:00,1.26,28.7,26.3,1007.8,-0.013,-0.066,205,2.3,1
6/04/2017 18:00,1.154,28.7,26,1008.2,-0.019,-0.073,202,2.4,0.5
6/04/2017 19:00,0.988,28.7,25.7,1008.7,-0.021,-0.07,191,2.3,1.3
6/04/2017 20:00,0.795,28.7,26.9,1009.5,-0.036,-0.08,219,2.1,0.8
6/04/2017 21:00,0.638,28.7,29.5,1010.2,-0.051,-0.087,59,2.9,1.2
6/04/2017 22:00,0.549,28.7,29,1010.5,-0.066,-0.095,67,4.3,1.9
6/04/2017 23:00,0.55,28.7,28.4,1010.6,-0.076,-0.103,50,7.5,1.1
7/04/2017 0:00,0.642,28.7,28,1010.1,-0.08,-0.106,76,5.7,2
7/04/2017 1:00,0.802,28.7,30.3,1009,-0.077,-0.109,74,6.5,3.1
7/04/2017 2:00,0.999,28.7,30.2,1008.1,-0.049,-0.092,71,7.4,3.5
7/04/2017 3:00,1.137,28.8,29.9,1007.6,-0.042,-0.094,72,6.7,2.6
7/04/2017 4:00,1.201,28.8,29.1,1007.7,-0.039,-0.095,74,6.4,2.2
7/04/2017 5:00,1.186,28.8,28.9,1007.9,-0.028,-0.083,67,4.7,1.9
7/04/2017 6:00,1.076,28.8,28.6,1008.4,-0.021,-0.074,63,4.4,2.5
7/04/2017 7:00,0.888,28.8,28.2,1008.6,-0.021,-0.069,65,4.7,1.1
7/04/2017 8:00,0.666,28.8,27.6,1009.2,-0.027,-0.073,147,4.5,0.6
7/04/2017 9:00,0.47,28.8,27,1010.1,-0.034,-0.073,56,3.8,0.7
7/04/2017 10:00,0.346,28.8,27.2,1010,-0.035,-0.066,204,3.4,0.8
7/04/2017 11:00,0.313,28.8,27.4,1009.6,-0.042,-0.075,60,3.5,0.9
7/04/2017 12:00,0.385,28.7,27.5,1009.3,-0.056,-0.093,65,4.6,0.9
7/04/2017 13:00,0.568,28.7,27.3,1008.9,-0.06,-0.1,248,2.6,0.6
7/04/2017 14:00,0.827,28.7,27.3,1008.2,-0.041,-0.085,65,3.2,0.4
7/04/2017 15:00,1.084,28.6,27.3,1007.4,-0.014,-0.065,29,2.2,0.4
7/04/2017 16:00,1.263,28.6,25.4,1006.9,0.001,-0.058,199,5.1,0.9
7/04/2017 17:00,1.34,28.6,26,1006.6,0.01,-0.054,205,2.7,0.7
7/04/2017 18:00,1.296,28.5,25.9,1007.1,0.008,-0.057,202,2.6,0.9
7/04/2017 19:00,1.155,28.6,26.6,1007.4,0.009,-0.052,213,2.8,0.8
7/04/2017 20:00,0.94,28.6,26.7,1007.8,-0.007,-0.065,87,4.9,1
7/04/2017 21:00,0.721,28.5,26.3,1008.3,-0.027,-0.081,75,7.5,1.8
7/04/2017 22:00,0.557,28.5,26.4,1008.7,-0.043,-0.091,101,5.3,1.4
7/04/2017 23:00,0.487,28.4,26.7,1008.3,-0.049,-0.095,70,5.7,1.4
8/04/2017 0:00,0.52,28.4,26.3,1008.1,-0.052,-0.101,71,7.5,2.6
8/04/2017 1:00,0.65,28.4,26,1006.8,-0.052,-0.105,71,8.7,2.2
8/04/2017 2:00,0.841,28.4,25.7,1006.1,-0.049,-0.114,67,9.9,2.8
8/04/2017 3:00,1.034,28.4,25.6,1005.2,-0.044,-0.116,81,9.1,1.7
8/04/2017 4:00,1.166,28.3,24.7,1005.3,-0.049,-0.129,74,9.8,2.5
8/04/2017 5:00,1.238,28.3,25.1,1005,-0.033,-0.112,67,8,4
8/04/2017 6:00,1.215,28.3,25.1,1004.5,-0.013,-0.096,65,7.7,3.8
8/04/2017 7:00,1.068,28.3,24.3,1005.2,-0.02,-0.107,69,7.9,2.8
8/04/2017 8:00,0.853,28.2,24.6,1005.3,-0.026,-0.106,69,9.2,3.3
8/04/2017 9:00,0.631,28.1,25,1005.8,-0.024,-0.102,68,8.9,3.2
8/04/2017 10:00,0.455,28.1,25.3,1005.3,-0.015,-0.089,70,7.8,2.2
8/04/2017 11:00,0.351,28,25.5,1004.5,-0.016,-0.096,55,11.2,1.9
8/04/2017 12:00,0.361,28,25.6,1004,-0.013,-0.101,84,9.3,2.3
8/04/2017 13:00,0.491,28,24.8,1002.9,-0.012,-0.104,65,9.2,3.6
8/04/2017 14:00,0.715,27.9,25.4,1001,-0.008,-0.112,64,9.5,4.1
8/04/2017 15:00,0.982,27.9,25.3,998.9,0.006,-0.119,76,10.9,4.3
8/04/2017 16:00,1.222,27.8,24.9,998.4,0.028,-0.115,79,10.4,4.3
8/04/2017 17:00,1.381,27.8,25.5,997,0.051,-0.099,88,11,4.3
8/04/2017 18:00,1.411,27.8,27.2,997.1,0.055,-0.106,75,13.4,4.9
8/04/2017 19:00,1.329,27.7,26.9,997.1,0.065,-0.095,90,14.3,3.7
8/04/2017 20:00,1.151,27.8,27.6,997.1,0.073,-0.087,83,14.6,6.4
8/04/2017 21:00,0.921,27.8,27.9,997.6,0.069,-0.091,81,15.7,7.6
8/04/2017 22:00,0.702,27.7,27.8,998.3,0.057,-0.098,67,18.3,8.9
8/04/2017 23:00,0.549,27.7,27.3,998.4,0.041,-0.107,60,17.9,9.5
9/04/2017 0:00,0.505,27.7,27.4,997.8,0.034,-0.114,55,18.8,10
9/04/2017 1:00,0.592,27.6,27.3,997.1,0.045,-0.11,47,17.2,8.4
9/04/2017 2:00,0.753,27.6,27.2,997.6,0.036,-0.124,37,19.3,9.9
9/04/2017 3:00,0.961,27.6,27.6,997,0.032,-0.124,29,17.4,9.1
9/04/2017 4:00,1.148,27.5,27.3,997.1,0.027,-0.134,33,16.8,10.1
9/04/2017 5:00,1.285,27.5,27.6,997.4,0.034,-0.126,30,17,10.7
9/04/2017 6:00,1.321,27.5,27.8,998.3,0.034,-0.123,21,17.2,6.5
9/04/2017 7:00,1.224,27.5,27.8,999.6,0.007,-0.141,27,16.7,6.2
9/04/2017 8:00,1.046,27.6,27.4,1001,-0.002,-0.135,12,16.3,4.5
9/04/2017 9:00,0.818,27.6,28.1,1001.8,-0.006,-0.128,2,10.9,3.8
9/04/2017 10:00,0.597,27.6,28.6,1003.2,-0.009,-0.121,17,12.3,4.6
9/04/2017 11:00,0.43,27.6,28.1,1003.5,-0.012,-0.112,357,11.3,3.5
9/04/2017 12:00,0.35,27.5,27.6,1004,-0.025,-0.121,16,10.1,3.7
9/04/2017 13:00,0.403,27.5,28,1003.7,-0.027,-0.119,17,10.1,3.5
9/04/2017 14:00,0.56,27.5,28,1003,-0.043,-0.139,355,12.4,4.1
9/04/2017 15:00,0.777,27.5,28.3,1003.3,-0.07,-0.172,351,9.4,4
9/04/2017 16:00,1.019,27.6,27.4,1003.3,-0.074,-0.172,348,10,2.6
9/04/2017 17:00,1.206,27.5,27.6,1003,-0.075,-0.175,354,9.3,2.5
9/04/2017 18:00,1.314,27.5,28.5,1004.2,-0.059,-0.16,25,8.7,3.4
9/04/2017 19:00,1.305,27.4,28.6,1004.7,-0.04,-0.13,31,8.1,3.9
9/04/2017 20:00,1.181,27.4,28.1,1006.1,-0.018,-0.102,15,6.7,2.4
9/04/2017 21:00,0.964,27.4,28.3,1007.3,-0.011,-0.081,1,9.9,2.9
9/04/2017 22:00,0.712,27.4,27,1007.9,-0.024,-0.082,352,8.6,2.9
9/04/2017 23:00,0.499,27.4,29.1,1008.3,-0.04,-0.093,353,7.8,3.9
10/04/2017 0:00,0.367,27.4,28.2,1008.3,-0.062,-0.111,28,9.2,4.4
10/04/2017 1:00,0.359,27.5,29,1007.3,-0.075,-0.126,11,7.9,3.7
10/04/2017 2:00,0.469,27.6,28,1007.3,-0.088,-0.148,3,8.6,3.4
10/04/2017 3:00,0.67,27.7,28.7,1007,-0.091,-0.15,9,9.3,3.6
10/04/2017 4:00,0.899,27.7,28.9,1006.9,-0.082,-0.145,3,6.9,3.5
10/04/2017 5:00,1.103,27.8,28.8,1006.9,-0.062,-0.125,5,8.2,3
10/04/2017 6:00,1.232,27.7,28.3,1007.7,-0.043,-0.106,347,6.4,2.7
10/04/2017 7:00,1.24,27.8,26.4,1009.3,-0.041,-0.094,348,9.3,4.3
10/04/2017 8:00,1.132,27.9,26.6,1009.4,-0.042,-0.081,359,8.5,3.9
10/04/2017 9:00,0.93,27.8,26.7,1009.7,-0.052,-0.09,360,6.6,2.5
10/04/2017 10:00,0.675,27.8,26.6,1010,-0.084,-0.119,3,4.1,1.6
10/04/2017 11:00,0.447,27.8,26.7,1010.1,-0.115,-0.146,19,4.1,1.5
10/04/2017 12:00,0.312,27.8,26.9,1009.7,-0.122,-0.154,25,3.8,1.7
10/04/2017 13:00,0.29,27.8,26.9,1009.4,-0.128,-0.163,349,3.5,1.1
10/04/2017 14:00,0.408,27.8,26.3,1008.9,-0.116,-0.155,191,1.6,0.4
10/04/2017 15:00,0.625,27.7,25.2,1008.6,-0.107,-0.151,179,3,1.1
10/04/2017 16:00,0.893,27.7,25.3,1008.3,-0.086,-0.133,99,2.2,0.4
